aspect,class,components,fill,image,mask,mask_area_ratio,method,new_image,new_mask,score,selection_score,source
5.5467,균열,3,0.1051,data/crack_only_gan_optimized_1100/train/B/00920_crackseg_train_crackseg_train_3567.rf.f1a7fe4e6a5a995bc4e950d8932f7a47.jpg,data/crack_only_gan_optimized_1100/train/mask/00920_crackseg_train_crackseg_train_3567.rf.f1a7fe4e6a5a995bc4e950d8932f7a47.png,0.018942,crackseg_train,B_0309.png,B_0309.png,0.9882,0.09166800346036395,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3567.rf.f1a7fe4e6a5a995bc4e950d8932f7a47.jpg
5.0120,균열,1,0.1336,data/crack_only_gan_optimized_1100/train/B/00931_crackseg_train_crackseg_train_3437.rf.ebb01f8486cb4ef587a159630caff8ee.jpg,data/crack_only_gan_optimized_1100/train/mask/00931_crackseg_train_crackseg_train_3437.rf.ebb01f8486cb4ef587a159630caff8ee.png,0.026662,crackseg_train,B_0310.png,B_0310.png,0.9378,0.09265197026656015,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3437.rf.ebb01f8486cb4ef587a159630caff8ee.jpg
5.0120,균열,3,0.0967,data/crack_only_gan_optimized_1100/train/B/00641_crackseg_train_crackseg_train_2296.rf.ea4fedccd6134557e39efc1e0033fcea.jpg,data/crack_only_gan_optimized_1100/train/mask/00641_crackseg_train_crackseg_train_2296.rf.ea4fedccd6134557e39efc1e0033fcea.png,0.019289,crackseg_train,B_0311.png,B_0311.png,0.9922,0.09355585427553817,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2296.rf.ea4fedccd6134557e39efc1e0033fcea.jpg
4.9878,균열,1,0.1377,data/crack_only_gan_optimized_1100/train/B/00994_crackseg_train_crackseg_train_3507.rf.35089cddb527c0b4d0839b9b80255aac.jpg,data/crack_only_gan_optimized_1100/train/mask/00994_crackseg_train_crackseg_train_3507.rf.35089cddb527c0b4d0839b9b80255aac.png,0.026685,crackseg_train,B_0312.png,B_0312.png,0.9370,0.0937534516779351,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3507.rf.35089cddb527c0b4d0839b9b80255aac.jpg
3.0918,균열,4,0.0651,data/crack_only_gan_optimized_1100/train/B/00028_local_refined_local_균열_ref_01726_jpg.rf.bf52a3a67d319141f57fc3a0f5c4e6ce.jpg,data/crack_only_gan_optimized_1100/train/mask/00028_local_refined_local_균열_ref_01726_jpg.rf.bf52a3a67d319141f57fc3a0f5c4e6ce.png,0.021067,local_refined,B_0313.png,B_0313.png,0.8933,0.09433650183908873,data/crack_only_square/train/B/균열_ref_01726_jpg.rf.bf52a3a67d319141f57fc3a0f5c4e6ce.jpg
5.3553,균열,1,0.1518,data/crack_only_gan_optimized_1100/train/B/01093_crackseg_train_crackseg_train_1910.rf.b65bee39f44270661f6853f0b3077617.jpg,data/crack_only_gan_optimized_1100/train/mask/01093_crackseg_train_crackseg_train_1910.rf.b65bee39f44270661f6853f0b3077617.png,0.027130,crackseg_train,B_0314.png,B_0314.png,0.9340,0.09507598765314107,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1910.rf.b65bee39f44270661f6853f0b3077617.jpg
5.0921,균열,1,0.1596,data/crack_only_gan_optimized_1100/train/B/01084_crackseg_train_crackseg_train_3419.rf.ac0a479a5f68c7eff8d41e6130b6879e.jpg,data/crack_only_gan_optimized_1100/train/mask/01084_crackseg_train_crackseg_train_3419.rf.ac0a479a5f68c7eff8d41e6130b6879e.png,0.027124,crackseg_train,B_0315.png,B_0315.png,0.9341,0.10152021945113189,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3419.rf.ac0a479a5f68c7eff8d41e6130b6879e.jpg
4.1290,균열,3,0.1027,data/crack_only_gan_optimized_1100/train/B/00020_local_refined_local_균열_ref_02090_jpg.rf.44b2bd06a6355449b96647ffcd7c123c.jpg,data/crack_only_gan_optimized_1100/train/mask/00020_local_refined_local_균열_ref_02090_jpg.rf.44b2bd06a6355449b96647ffcd7c123c.png,0.024861,local_refined,B_0316.png,B_0316.png,0.9094,0.10299460716485453,data/crack_only_square/train/B/균열_ref_02090_jpg.rf.44b2bd06a6355449b96647ffcd7c123c.jpg
9.6279,균열,1,0.1452,data/crack_only_gan_optimized_1100/train/B/00334_crackseg_train_crackseg_train_2143.rf.b0ca9c916d89f437c160cc457b5d482f.jpg,data/crack_only_gan_optimized_1100/train/mask/00334_crackseg_train_crackseg_train_2143.rf.b0ca9c916d89f437c160cc457b5d482f.png,0.014937,crackseg_train,B_0317.png,B_0317.png,0.9369,0.10393521306960433,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2143.rf.b0ca9c916d89f437c160cc457b5d482f.jpg
2.1313,균열,2,0.0523,data/crack_only_gan_optimized_1100/train/B/00071_local_refined_local_균열_ref_01725_jpg.rf.61cac0599bad250bbca5af6d6bc7844a.jpg,data/crack_only_gan_optimized_1100/train/mask/00071_local_refined_local_균열_ref_01725_jpg.rf.61cac0599bad250bbca5af6d6bc7844a.png,0.024014,local_refined,B_0318.png,B_0318.png,0.8170,0.10501395116263679,data/crack_only_square/train/B/균열_ref_01725_jpg.rf.61cac0599bad250bbca5af6d6bc7844a.jpg
5.5067,균열,2,0.1508,data/crack_only_gan_optimized_1100/train/B/01057_crackseg_val_crackseg_val_3120.rf.0c8e0c9ab7de9f1afe4380645cc7c3f3.jpg,data/crack_only_gan_optimized_1100/train/mask/01057_crackseg_val_crackseg_val_3120.rf.0c8e0c9ab7de9f1afe4380645cc7c3f3.png,0.026991,crackseg_val,B_0319.png,B_0319.png,0.9351,0.10604016543410417,/home/lim-hyun-su/defect_synthesis/crack-seg/images/val/3120.rf.0c8e0c9ab7de9f1afe4380645cc7c3f3.jpg
10.6667,균열,1,0.3639,data/crack_only_gan_optimized_1100/train/B/00950_crackseg_train_crackseg_train_3029.rf.6bb1c7ce44ec0250b36baba45755c110.jpg,data/crack_only_gan_optimized_1100/train/mask/00950_crackseg_train_crackseg_train_3029.rf.6bb1c7ce44ec0250b36baba45755c110.png,0.034116,crackseg_train,B_0320.png,B_0320.png,0.8782,0.10675911891405572,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3029.rf.6bb1c7ce44ec0250b36baba45755c110.jpg
9.4545,균열,1,0.1414,data/crack_only_gan_optimized_1100/train/B/00316_crackseg_val_crackseg_val_3537.rf.d090342fc05103481c7fda06ddbd85b9.jpg,data/crack_only_gan_optimized_1100/train/mask/00316_crackseg_val_crackseg_val_3537.rf.d090342fc05103481c7fda06ddbd85b9.png,0.014955,crackseg_val,B_0321.png,B_0321.png,0.9371,0.10750339482966292,/home/lim-hyun-su/defect_synthesis/crack-seg/images/val/3537.rf.d090342fc05103481c7fda06ddbd85b9.jpg
8.6667,균열,1,0.2737,data/crack_only_gan_optimized_1100/train/B/00554_crackseg_train_crackseg_train_2076.rf.de37923aaa89fa2343b396ecdddb6b55.jpg,data/crack_only_gan_optimized_1100/train/mask/00554_crackseg_train_crackseg_train_2076.rf.de37923aaa89fa2343b396ecdddb6b55.png,0.031585,crackseg_train,B_0322.png,B_0322.png,0.9011,0.10848641614502615,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2076.rf.de37923aaa89fa2343b396ecdddb6b55.jpg
3.2335,균열,6,0.0733,data/crack_only_gan_optimized_1100/train/B/00031_local_refined_local_균열_ref_02441_jpg.rf.5f50cdfb8ab3f8215e25fd3296825030.jpg,data/crack_only_gan_optimized_1100/train/mask/00031_local_refined_local_균열_ref_02441_jpg.rf.5f50cdfb8ab3f8215e25fd3296825030.png,0.022444,local_refined,B_0323.png,B_0323.png,0.8867,0.11108606194476622,data/crack_only_square/train/B/균열_ref_02441_jpg.rf.5f50cdfb8ab3f8215e25fd3296825030.jpg
7.5636,균열,1,0.2297,data/crack_only_gan_optimized_1100/train/B/00356_crackseg_train_crackseg_train_2146.rf.d17956798b448031db760e133b311475.jpg,data/crack_only_gan_optimized_1100/train/mask/00356_crackseg_train_crackseg_train_2146.rf.d17956798b448031db760e133b311475.png,0.030372,crackseg_train,B_0324.png,B_0324.png,0.9096,0.11128914069523643,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2146.rf.d17956798b448031db760e133b311475.jpg
10.9474,균열,1,0.1534,data/crack_only_gan_optimized_1100/train/B/00973_crackseg_train_crackseg_train_3378.rf.5b71921499434e4441101fa43330ca17.jpg,data/crack_only_gan_optimized_1100/train/mask/00973_crackseg_train_crackseg_train_3378.rf.5b71921499434e4441101fa43330ca17.png,0.014013,crackseg_train,B_0325.png,B_0325.png,0.9230,0.11134203906065292,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3378.rf.5b71921499434e4441101fa43330ca17.jpg
8.3200,균열,1,0.2606,data/crack_only_gan_optimized_1100/train/B/00500_crackseg_train_crackseg_train_3563.rf.00ff63d107239b38a07153252cb6dfd5.jpg,data/crack_only_gan_optimized_1100/train/mask/00500_crackseg_train_crackseg_train_3563.rf.00ff63d107239b38a07153252cb6dfd5.png,0.031319,crackseg_train,B_0326.png,B_0326.png,0.9029,0.11180061770333231,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3563.rf.00ff63d107239b38a07153252cb6dfd5.jpg
1.1098,균열,3,0.0460,data/crack_only_gan_optimized_1100/train/B/00114_local_refined_local_균열_ref_02439_jpg.rf.8b1982b68e4a65a5f5e4dedfa9604a2e.jpg,data/crack_only_gan_optimized_1100/train/mask/00114_local_refined_local_균열_ref_02439_jpg.rf.8b1982b68e4a65a5f5e4dedfa9604a2e.png,0.022817,local_refined,B_0327.png,B_0327.png,0.7770,0.11211622222332635,data/crack_only_square/train/B/균열_ref_02439_jpg.rf.8b1982b68e4a65a5f5e4dedfa9604a2e.jpg
2.8959,균열,6,0.0644,data/crack_only_gan_optimized_1100/train/B/00037_local_refined_local_균열_ref_01723_jpg.rf.ed92ead778493444f53b63203ea4b914.jpg,data/crack_only_gan_optimized_1100/train/mask/00037_local_refined_local_균열_ref_01723_jpg.rf.ed92ead778493444f53b63203ea4b914.png,0.022236,local_refined,B_0328.png,B_0328.png,0.8718,0.11228209342638963,data/crack_only_square/train/B/균열_ref_01723_jpg.rf.ed92ead778493444f53b63203ea4b914.jpg
10.3000,균열,1,0.3563,data/crack_only_gan_optimized_1100/train/B/00860_crackseg_test_crackseg_test_3023.rf.6e959c0e312734aaf3a0c0486fc4a906.jpg,data/crack_only_gan_optimized_1100/train/mask/00860_crackseg_test_crackseg_test_3023.rf.6e959c0e312734aaf3a0c0486fc4a906.png,0.033925,crackseg_test,B_0329.png,B_0329.png,0.8829,0.11265333903570104,/home/lim-hyun-su/defect_synthesis/crack-seg/images/test/3023.rf.6e959c0e312734aaf3a0c0486fc4a906.jpg
3.1527,균열,6,0.0710,data/crack_only_gan_optimized_1100/train/B/00033_local_refined_local_균열_ref_01734_jpg.rf.530846d6901d9435e3b1cbe7dbaa2a1e.jpg,data/crack_only_gan_optimized_1100/train/mask/00033_local_refined_local_균열_ref_01734_jpg.rf.530846d6901d9435e3b1cbe7dbaa2a1e.png,0.022505,local_refined,B_0330.png,B_0330.png,0.8821,0.1145022847012771,data/crack_only_square/train/B/균열_ref_01734_jpg.rf.530846d6901d9435e3b1cbe7dbaa2a1e.jpg
7.2456,균열,1,0.2223,data/crack_only_gan_optimized_1100/train/B/00338_crackseg_train_crackseg_train_3021.rf.24ebf76be64860f1ac8a3b133f1db3f2.jpg,data/crack_only_gan_optimized_1100/train/mask/00338_crackseg_train_crackseg_train_3021.rf.24ebf76be64860f1ac8a3b133f1db3f2.png,0.030233,crackseg_train,B_0331.png,B_0331.png,0.9106,0.11633753328911506,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3021.rf.24ebf76be64860f1ac8a3b133f1db3f2.jpg
8.0000,균열,1,0.2493,data/crack_only_gan_optimized_1100/train/B/00473_crackseg_train_crackseg_train_3830.rf.5160c8a0a033827dce5dd113e53e495c.jpg,data/crack_only_gan_optimized_1100/train/mask/00473_crackseg_train_crackseg_train_3830.rf.5160c8a0a033827dce5dd113e53e495c.png,0.031163,crackseg_train,B_0332.png,B_0332.png,0.9040,0.11664287618748227,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3830.rf.5160c8a0a033827dce5dd113e53e495c.jpg
2.1414,균열,4,0.0503,data/crack_only_gan_optimized_1100/train/B/00060_local_refined_local_균열_ref_01731_jpg.rf.6fa55eaa15f45663e3c8a5abd5603df5.jpg,data/crack_only_gan_optimized_1100/train/mask/00060_local_refined_local_균열_ref_01731_jpg.rf.6fa55eaa15f45663e3c8a5abd5603df5.png,0.023181,local_refined,B_0333.png,B_0333.png,0.8251,0.11846184076980641,data/crack_only_square/train/B/균열_ref_01731_jpg.rf.6fa55eaa15f45663e3c8a5abd5603df5.jpg
1.9104,균열,4,0.0440,data/crack_only_gan_optimized_1100/train/B/00073_local_refined_local_균열_ref_00742_jpg.rf.8f3f62011647e8064fd7e5436258370d.jpg,data/crack_only_gan_optimized_1100/train/mask/00073_local_refined_local_균열_ref_00742_jpg.rf.8f3f62011647e8064fd7e5436258370d.png,0.023018,local_refined,B_0334.png,B_0334.png,0.8151,0.11885014237218924,data/crack_only_square/train/B/균열_ref_00742_jpg.rf.8f3f62011647e8064fd7e5436258370d.jpg
9.8810,균열,1,0.1434,data/crack_only_gan_optimized_1100/train/B/00685_crackseg_train_crackseg_train_2017.rf.0c5a8b2cea0a5e369bd0deed67535c1d.jpg,data/crack_only_gan_optimized_1100/train/mask/00685_crackseg_train_crackseg_train_2017.rf.0c5a8b2cea0a5e369bd0deed67535c1d.png,0.014440,crackseg_train,B_0335.png,B_0335.png,0.9295,0.11901120793086316,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2017.rf.0c5a8b2cea0a5e369bd0deed67535c1d.jpg
9.4545,균열,1,0.1385,data/crack_only_gan_optimized_1100/train/B/00550_crackseg_train_crackseg_train_3292.rf.4e9eb1b690e93174c8b2a86315e51d99.jpg,data/crack_only_gan_optimized_1100/train/mask/00550_crackseg_train_crackseg_train_3292.rf.4e9eb1b690e93174c8b2a86315e51d99.png,0.014648,crackseg_train,B_0336.png,B_0336.png,0.9326,0.12062561989096905,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3292.rf.4e9eb1b690e93174c8b2a86315e51d99.jpg
9.8810,균열,1,0.1424,data/crack_only_gan_optimized_1100/train/B/00739_crackseg_train_crackseg_train_2085.rf.39a7a231d119792e9560f3f92e0a663d.jpg,data/crack_only_gan_optimized_1100/train/mask/00739_crackseg_train_crackseg_train_2085.rf.39a7a231d119792e9560f3f92e0a663d.png,0.014342,crackseg_train,B_0337.png,B_0337.png,0.9281,0.12332560263365616,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2085.rf.39a7a231d119792e9560f3f92e0a663d.jpg
8.9778,균열,1,0.1414,data/crack_only_gan_optimized_1100/train/B/00397_crackseg_train_crackseg_train_2148.rf.68ef7c16fe0b1086df1d11bb69b937e8.jpg,data/crack_only_gan_optimized_1100/train/mask/00397_crackseg_train_crackseg_train_2148.rf.68ef7c16fe0b1086df1d11bb69b937e8.png,0.014856,crackseg_train,B_0338.png,B_0338.png,0.9357,0.12362610905014229,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2148.rf.68ef7c16fe0b1086df1d11bb69b937e8.jpg
3.7870,균열,4,0.0939,data/crack_only_gan_optimized_1100/train/B/00029_local_refined_local_균열_ref_02427_jpg.rf.ebe98559fdc17eac943ec3b5b26876b0.jpg,data/crack_only_gan_optimized_1100/train/mask/00029_local_refined_local_균열_ref_02427_jpg.rf.ebe98559fdc17eac943ec3b5b26876b0.png,0.024802,local_refined,B_0339.png,B_0339.png,0.8928,0.1266721971194722,data/crack_only_square/train/B/균열_ref_02427_jpg.rf.ebe98559fdc17eac943ec3b5b26876b0.jpg
8.9778,균열,1,0.1403,data/crack_only_gan_optimized_1100/train/B/00478_crackseg_train_crackseg_train_2148.rf.0685c50aefe08a1761715f071de4341a.jpg,data/crack_only_gan_optimized_1100/train/mask/00478_crackseg_train_crackseg_train_2148.rf.0685c50aefe08a1761715f071de4341a.png,0.014735,crackseg_train,B_0340.png,B_0340.png,0.9339,0.1287979441596276,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2148.rf.0685c50aefe08a1761715f071de4341a.jpg
1.7021,균열,5,0.0365,data/crack_only_gan_optimized_1100/train/B/00065_local_refined_local_균열_ref_00325_jpg.rf.654f9f16c68176f7e54f9b62fa67c377.jpg,data/crack_only_gan_optimized_1100/train/mask/00065_local_refined_local_균열_ref_00325_jpg.rf.654f9f16c68176f7e54f9b62fa67c377.png,0.021445,local_refined,B_0341.png,B_0341.png,0.8200,0.12965560800315687,data/crack_only_square/train/B/균열_ref_00325_jpg.rf.654f9f16c68176f7e54f9b62fa67c377.jpg
2.7004,균열,5,0.0633,data/crack_only_gan_optimized_1100/train/B/00043_local_refined_local_균열_ref_02091_jpg.rf.d47d81976e768e8f442a388e152f8745.jpg,data/crack_only_gan_optimized_1100/train/mask/00043_local_refined_local_균열_ref_02091_jpg.rf.d47d81976e768e8f442a388e152f8745.png,0.023452,local_refined,B_0342.png,B_0342.png,0.8506,0.13208166173337432,data/crack_only_square/train/B/균열_ref_02091_jpg.rf.d47d81976e768e8f442a388e152f8745.jpg
2.5806,균열,4,0.0623,data/crack_only_gan_optimized_1100/train/B/00052_local_refined_local_균열_ref_01713_jpg.rf.f18953bfc94d73a6984d741705d6b026.jpg,data/crack_only_gan_optimized_1100/train/mask/00052_local_refined_local_균열_ref_01713_jpg.rf.f18953bfc94d73a6984d741705d6b026.png,0.024136,local_refined,B_0343.png,B_0343.png,0.8383,0.1347793315239887,data/crack_only_square/train/B/균열_ref_01713_jpg.rf.f18953bfc94d73a6984d741705d6b026.jpg
9.1556,균열,1,0.1352,data/crack_only_gan_optimized_1100/train/B/00640_crackseg_train_crackseg_train_3425.rf.e1b2d95120dc1e903a91e618dde2469b.jpg,data/crack_only_gan_optimized_1100/train/mask/00640_crackseg_train_crackseg_train_3425.rf.e1b2d95120dc1e903a91e618dde2469b.png,0.014487,crackseg_train,B_0344.png,B_0344.png,0.9302,0.13508999256922083,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3425.rf.e1b2d95120dc1e903a91e618dde2469b.jpg
7.9808,균열,1,0.2577,data/crack_only_gan_optimized_1100/train/B/00626_crackseg_train_crackseg_train_3506.rf.1e90502e6b2fb761790b25fac72ab37a.jpg,data/crack_only_gan_optimized_1100/train/mask/00626_crackseg_train_crackseg_train_3506.rf.1e90502e6b2fb761790b25fac72ab37a.png,0.032134,crackseg_train,B_0345.png,B_0345.png,0.8974,0.13653893407083798,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3506.rf.1e90502e6b2fb761790b25fac72ab37a.jpg
1.7297,균열,6,0.0377,data/crack_only_gan_optimized_1100/train/B/00068_local_refined_local_균열_ref_00743_jpg.rf.bbd9a82bc9c372650036d14bc114788f.jpg,data/crack_only_gan_optimized_1100/train/mask/00068_local_refined_local_균열_ref_00743_jpg.rf.bbd9a82bc9c372650036d14bc114788f.png,0.021782,local_refined,B_0346.png,B_0346.png,0.8180,0.13667053325813372,data/crack_only_square/train/B/균열_ref_00743_jpg.rf.bbd9a82bc9c372650036d14bc114788f.jpg
6.8197,균열,1,0.2097,data/crack_only_gan_optimized_1100/train/B/00410_crackseg_train_crackseg_train_3563.rf.1f2426ef35c158c830694830234cbbdf.jpg,data/crack_only_gan_optimized_1100/train/mask/00410_crackseg_train_crackseg_train_3563.rf.1f2426ef35c158c830694830234cbbdf.png,0.030747,crackseg_train,B_0347.png,B_0347.png,0.9069,0.1376469838534928,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3563.rf.1f2426ef35c158c830694830234cbbdf.jpg
7.0508,균열,1,0.2188,data/crack_only_gan_optimized_1100/train/B/00455_crackseg_train_crackseg_train_2208.rf.302256cb2976c10ae37a5b7da28f49ea.jpg,data/crack_only_gan_optimized_1100/train/mask/00455_crackseg_train_crackseg_train_2208.rf.302256cb2976c10ae37a5b7da28f49ea.png,0.031036,crackseg_train,B_0348.png,B_0348.png,0.9049,0.13779048898770158,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/2208.rf.302256cb2976c10ae37a5b7da28f49ea.jpg
3.1045,균열,4,0.0644,data/crack_only_gan_optimized_1100/train/B/00025_local_refined_local_균열_ref_01728_jpg.rf.283b3b5a61250a332402dd5fe39c8758.jpg,data/crack_only_gan_optimized_1100/train/mask/00025_local_refined_local_균열_ref_01728_jpg.rf.283b3b5a61250a332402dd5fe39c8758.png,0.019714,local_refined,B_0349.png,B_0349.png,0.9021,0.13786921657479462,data/crack_only_square/train/B/균열_ref_01728_jpg.rf.283b3b5a61250a332402dd5fe39c8758.jpg
7.7736,균열,1,0.2536,data/crack_only_gan_optimized_1100/train/B/00599_crackseg_train_crackseg_train_3133.rf.ed82580154fb683d1638028b5061de4e.jpg,data/crack_only_gan_optimized_1100/train/mask/00599_crackseg_train_crackseg_train_3133.rf.ed82580154fb683d1638028b5061de4e.png,0.031995,crackseg_train,B_0350.png,B_0350.png,0.8983,0.13897317170152013,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3133.rf.ed82580154fb683d1638028b5061de4e.jpg
6.7368,균열,3,0.1956,data/crack_only_gan_optimized_1100/train/B/00017_local_refined_local_균열_ref_05321_jpg.rf.26da495458f7e714a2fd01643bdd45b9.jpg,data/crack_only_gan_optimized_1100/train/mask/00017_local_refined_local_균열_ref_05321_jpg.rf.26da495458f7e714a2fd01643bdd45b9.png,0.029038,local_refined,B_0351.png,B_0351.png,0.9193,0.13953986140706717,data/crack_only_square/train/B/균열_ref_05321_jpg.rf.26da495458f7e714a2fd01643bdd45b9.jpg
8.4082,균열,1,0.2816,data/crack_only_gan_optimized_1100/train/B/00662_crackseg_train_crackseg_train_1850.rf.8bf0180fea26c685768adc8c4ca9ee15.jpg,data/crack_only_gan_optimized_1100/train/mask/00662_crackseg_train_crackseg_train_1850.rf.8bf0180fea26c685768adc8c4ca9ee15.png,0.032851,crackseg_train,B_0352.png,B_0352.png,0.8926,0.1398138261310307,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/1850.rf.8bf0180fea26c685768adc8c4ca9ee15.jpg
7.3393,균열,1,0.2368,data/crack_only_gan_optimized_1100/train/B/00536_crackseg_train_crackseg_train_3044.rf.b313ce78f0f8fd1fe2112f715eafab7f.jpg,data/crack_only_gan_optimized_1100/train/mask/00536_crackseg_train_crackseg_train_3044.rf.b313ce78f0f8fd1fe2112f715eafab7f.png,0.031493,crackseg_train,B_0353.png,B_0353.png,0.9017,0.13982334961142123,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3044.rf.b313ce78f0f8fd1fe2112f715eafab7f.jpg
9.4545,균열,1,0.1343,data/crack_only_gan_optimized_1100/train/B/00811_crackseg_test_crackseg_test_3266.rf.e869e737911fd5b9235a9dcb6e297cc3.jpg,data/crack_only_gan_optimized_1100/train/mask/00811_crackseg_test_crackseg_test_3266.rf.e869e737911fd5b9235a9dcb6e297cc3.png,0.014209,crackseg_test,B_0354.png,B_0354.png,0.9260,0.13987597635654542,/home/lim-hyun-su/defect_synthesis/crack-seg/images/test/3266.rf.e869e737911fd5b9235a9dcb6e297cc3.jpg
4.1830,균열,5,0.0816,data/crack_only_gan_optimized_1100/train/B/00011_local_refined_local_균열_ref_02094_jpg.rf.7932b4292452b9207150a6a213202e89.jpg,data/crack_only_gan_optimized_1100/train/mask/00011_local_refined_local_균열_ref_02094_jpg.rf.7932b4292452b9207150a6a213202e89.png,0.019500,local_refined,B_0355.png,B_0355.png,0.9537,0.1401291920625995,data/crack_only_square/train/B/균열_ref_02094_jpg.rf.7932b4292452b9207150a6a213202e89.jpg
1.6842,균열,6,0.0405,data/crack_only_gan_optimized_1100/train/B/00072_local_refined_local_균열_ref_01710_jpg.rf.83d4ffa286c87200e00ce631a918e239.jpg,data/crack_only_gan_optimized_1100/train/mask/00072_local_refined_local_균열_ref_01710_jpg.rf.83d4ffa286c87200e00ce631a918e239.png,0.021689,local_refined,B_0356.png,B_0356.png,0.8167,0.1404852019555997,data/crack_only_square/train/B/균열_ref_01710_jpg.rf.83d4ffa286c87200e00ce631a918e239.jpg
6.2462,균열,1,0.1981,data/crack_only_gan_optimized_1100/train/B/00329_crackseg_train_crackseg_train_3550.rf.2e584efa43e2fbd65c4538ee52e2c516.jpg,data/crack_only_gan_optimized_1100/train/mask/00329_crackseg_train_crackseg_train_3550.rf.2e584efa43e2fbd65c4538ee52e2c516.png,0.030204,crackseg_train,B_0357.png,B_0357.png,0.9108,0.1407147431788612,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3550.rf.2e584efa43e2fbd65c4538ee52e2c516.jpg
8.8298,균열,1,0.2974,data/crack_only_gan_optimized_1100/train/B/00743_crackseg_train_crackseg_train_3411.rf.994a245493d49b47f02941b3263006ff.jpg,data/crack_only_gan_optimized_1100/train/mask/00743_crackseg_train_crackseg_train_3411.rf.994a245493d49b47f02941b3263006ff.png,0.033521,crackseg_train,B_0358.png,B_0358.png,0.8882,0.14204527558498725,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3411.rf.994a245493d49b47f02941b3263006ff.jpg
8.8298,균열,1,0.1282,data/crack_only_gan_optimized_1100/train/B/00676_crackseg_train_crackseg_train_3344.rf.884dfa31812219ce91b307bb3be73657.jpg,data/crack_only_gan_optimized_1100/train/mask/00676_crackseg_train_crackseg_train_3344.rf.884dfa31812219ce91b307bb3be73657.png,0.014452,crackseg_train,B_0359.png,B_0359.png,0.9297,0.14476726604739937,/home/lim-hyun-su/defect_synthesis/crack-seg/images/train/3344.rf.884dfa31812219ce91b307bb3be73657.jpg
2.6446,균열,1,0.0709,data/crack_only_gan_optimized_1100/train/B/00067_local_refined_local_균열_ref_05329_jpg.rf.190292f4e1a134a99c1125fa7a6f00f7.jpg,data/crack_only_gan_optimized_1100/train/mask/00067_local_refined_local_균열_ref_05329_jpg.rf.190292f4e1a134a99c1125fa7a6f00f7.png,0.026826,local_refined,B_0360.png,B_0360.png,0.8187,0.1462949235290288,data/crack_only_square/train/B/균열_ref_05329_jpg.rf.190292f4e1a134a99c1125fa7a6f00f7.jpg
9.6512,균열,1,0.1352,data/crack_only_gan_optimized_1100/train/B/01009_crackseg_val_crackseg_val_3855.rf.39fede904185792450068d5fdecb81dd.jpg,data/crack_only_gan_optimized_1100/train/mask/01009_crackseg_val_crackseg_val_3855.rf.39fede904185792450068d5fdecb81dd.png,0.013938,crackseg_val,B_0361.png,B_0361.png,0.9219,0.14714729472229263,/home/lim-hyun-su/defect_synthesis/crack-seg/images/val/3855.rf.39fede904185792450068d5fdecb81dd.jpg
1.0832,균열,6,0.0242,data/crack_only_gan_optimized_1100/train/B/00107_local_refined_local_균열_ref_02451_jpg.rf.d21ae6a439269b9a5565851aede1af4d.jpg,data/crack_only_gan_optimized_1100/train/mask/00107_local_refined_local_균열_ref_02451_jpg.rf.d21ae6a439269b9a5565851aede1af4d.png,0.022175,local_refined,B_0362.png,B_0362.png,0.7818,0.14861399864426283,data/crack_only_square/train/B/균열_ref_02451_jpg.rf.d21ae6a439269b9a5565851aede1af4d.jpg
